Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,Md.,-9999,FG,FGA,3PA,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Offensive Archetype,Defensive Role
268.0,Caleb Martin,30.0,DAL,SF,57.0,12.0,849.0,9.4,0.521,0.299,0.316,3.6,13.9,8.8,12.5,2.2,1.5,15.5,12.5,-0.1,1.0,0.9,0.053,-4.1,1.8,-2.2,-0.1,,martica02,0.449,12.1,0.701,0.316,0.182,0.08,0.123,0.299,0.496,0.729,0.353,0.2,0.304,0.339,0.554,1.0,0.059,9.0,0.661,0.378,0.0,0.0,martica02,1.5,3.3,1.0,2.3,0.496,0.5,0.6,1.0,0.593,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,Stationary Shooter,Point of Attack
269.0,Cam Thomas,24.0,2TM,SG,39.0,8.0,839.0,13.0,0.533,0.369,0.362,1.5,8.0,4.6,21.0,0.4,0.3,11.4,30.2,-0.2,0.0,-0.2,-0.01,-0.8,-4.0,-4.8,-0.6,,thomaca02,0.412,15.4,0.631,0.129,0.195,0.192,0.115,0.369,0.47,0.632,0.372,0.494,0.412,0.313,0.336,0.569,0.005,2.0,0.135,0.318,1.0,0.0,thomaca02,4.7,11.3,4.2,7.2,0.47,0.469,3.4,4.1,0.819,0.3,1.5,1.7,2.6,0.2,0.1,1.7,1.1,14.0,Shot Creator,Low Activity
270.0,Rayan Rupert,21.0,2TM,SG,57.0,2.0,839.0,7.6,0.496,0.465,0.149,4.4,13.3,8.8,6.8,2.4,0.7,12.9,13.6,-0.3,0.8,0.6,0.032,-5.0,0.2,-4.8,-0.6,,ruperra01,0.395,14.3,0.535,0.189,0.259,0.07,0.018,0.465,0.443,0.581,0.356,0.438,0.25,0.34,0.5,0.972,0.035,6.0,0.462,0.306,0.0,0.0,ruperra01,1.6,4.0,1.9,2.1,0.443,0.474,0.4,0.6,0.735,0.6,1.8,2.4,0.8,0.7,0.1,0.6,1.7,4.2,Stationary Shooter,Chaser
271.0,Gary Payton II,33.0,GSW,SG,59.0,1.0,835.0,16.3,0.593,0.348,0.079,9.9,16.1,13.0,17.1,2.6,1.9,14.5,18.5,1.0,1.1,2.1,0.12,-0.4,1.1,0.6,0.5,,paytoga02,0.536,10.4,0.652,0.427,0.215,0.01,0.0,0.348,0.665,0.767,0.477,0.333,,0.295,0.802,0.935,0.106,30.0,0.467,0.347,0.0,0.0,paytoga02,2.7,5.1,1.8,3.3,0.665,0.588,0.3,0.4,0.667,1.3,2.1,3.4,1.6,0.8,0.3,0.9,1.7,6.3,Stretch Big,Chaser
272.0,Mike Conley,38.0,MIN,PG,46.0,9.0,831.0,8.9,0.494,0.757,0.26,2.0,8.5,5.3,19.1,1.5,1.3,12.0,11.4,0.7,0.7,1.4,0.081,-2.6,0.7,-1.9,0.0,,conlemi01,0.316,20.7,0.243,0.068,0.107,0.045,0.023,0.757,0.326,0.5,0.211,0.375,0.25,0.313,0.786,0.952,0.0,0.0,0.284,0.368,0.0,0.0,conlemi01,1.2,3.8,2.9,0.9,0.326,0.435,0.9,1.0,0.891,0.3,1.4,1.7,2.8,0.6,0.3,0.6,1.4,4.2,Primary Ball Handler,Point of Attack
273.0,Ryan Nembhard,22.0,DAL,PG,46.0,18.0,831.0,10.6,0.505,0.362,0.069,1.0,9.5,5.3,36.4,0.9,0.1,18.8,17.7,0.0,0.5,0.5,0.028,-2.4,-1.9,-4.2,-0.5,,nembhry01,0.424,17.1,0.638,0.065,0.167,0.214,0.192,0.362,0.449,0.778,0.391,0.373,0.472,0.38,0.266,0.737,0.0,0.0,0.1,0.2,0.0,0.0,nembhry01,2.5,6.0,2.2,3.8,0.449,0.493,0.3,0.4,0.789,0.2,1.7,1.8,4.7,0.3,0.0,1.4,1.3,6.2,Primary Ball Handler,Point of Attack
274.0,Nae'Qwan Tomlin,25.0,CLE,PF,52.0,2.0,825.0,12.9,0.533,0.362,0.204,9.1,10.7,9.9,7.0,2.2,3.3,7.1,15.8,0.8,1.0,1.8,0.107,-2.4,0.5,-1.9,0.0,,tomlina01,0.468,10.3,0.638,0.498,0.128,0.011,0.0,0.362,0.615,0.689,0.382,0.0,,0.208,0.673,0.95,0.223,49.0,0.625,0.2,0.0,0.0,tomlina01,2.4,5.1,1.8,3.3,0.615,0.506,0.8,1.0,0.741,1.3,1.5,2.9,0.8,0.7,0.6,0.4,2.0,5.9,Stationary Shooter,Helper
275.0,Paul George,35.0,PHI,PF,27.0,27.0,824.0,15.6,0.556,0.489,0.215,1.8,17.1,9.3,18.1,2.4,1.5,10.2,22.1,0.7,0.9,1.6,0.095,0.5,0.3,0.9,0.6,,georgpa01,0.424,17.8,0.511,0.127,0.102,0.153,0.13,0.489,0.464,0.6,0.389,0.352,0.522,0.382,0.369,0.803,0.011,3.0,0.225,0.462,0.0,0.0,georgpa01,5.6,13.1,6.4,6.7,0.464,0.517,2.4,2.8,0.855,0.5,4.6,5.1,3.7,1.5,0.5,1.6,2.2,16.0,Shot Creator,Helper
276.0,Vince Williams Jr.,25.0,2TM,PG,40.0,12.0,820.0,10.8,0.478,0.606,0.171,5.1,15.4,10.2,27.3,1.7,1.8,18.2,19.4,-0.3,0.7,0.3,0.02,-1.5,0.5,-1.0,0.2,,willivi01,0.353,18.4,0.394,0.11,0.164,0.099,0.021,0.606,0.417,0.469,0.375,0.483,0.167,0.311,0.375,0.873,0.014,3.0,0.186,0.364,0.0,0.0,willivi01,2.6,7.3,4.4,2.9,0.417,0.447,1.0,1.3,0.78,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,Primary Ball Handler,Wing Stopper
277.0,Alex Caruso,31.0,OKC,SG,44.0,0.0,817.0,13.1,0.535,0.601,0.161,3.5,12.0,7.9,14.3,3.6,1.8,12.8,16.2,0.2,1.8,2.0,0.117,-1.3,3.3,2.1,0.8,,carusal01,0.419,16.4,0.399,0.226,0.141,0.024,0.008,0.601,0.596,0.696,0.457,0.5,0.5,0.302,0.661,0.978,0.028,6.0,0.416,0.226,0.0,0.0,carusal01,2.4,5.6,3.4,2.3,0.596,0.51,0.7,0.9,0.775,0.6,2.1,2.7,2.0,1.4,0.3,0.9,1.2,6.5,Stationary Shooter,Wing Stopper
278.0,Ochai Agbaji,25.0,2TM,SG,53.0,13.0,816.0,8.9,0.53,0.422,0.139,5.4,11.2,8.2,7.0,1.3,2.0,10.2,13.9,0.1,0.8,0.9,0.052,-3.6,-0.3,-3.9,-0.4,,agbajoc01,0.448,13.6,0.578,0.386,0.161,0.022,0.009,0.422,0.581,0.686,0.306,0.8,0.5,0.266,0.8,0.92,0.112,20.0,0.457,0.233,0.0,0.0,agbajoc01,1.9,4.2,1.8,2.4,0.581,0.504,0.5,0.6,0.839,0.8,1.5,2.2,0.8,0.4,0.3,0.5,1.6,4.7,Movement Shooter,Chaser
279.0,T.J. McConnell,33.0,IND,PG,48.0,1.0,812.0,20.0,0.558,0.107,0.056,2.4,11.9,7.0,48.6,2.9,0.8,12.4,23.9,1.2,0.8,1.9,0.115,1.6,0.6,2.2,0.9,,mccontj01,0.531,11.6,0.893,0.143,0.278,0.324,0.148,0.107,0.557,0.732,0.514,0.543,0.5,0.31,0.292,0.923,0.0,0.0,0.119,0.6,0.0,0.0,mccontj01,4.3,8.2,0.9,7.3,0.557,0.547,0.4,0.5,0.864,0.4,1.8,2.2,4.7,1.0,0.2,1.2,1.2,9.3,Slasher,Low Activity
280.0,De'Anthony Melton,27.0,GSW,PG,36.0,12.0,812.0,14.3,0.526,0.463,0.239,3.4,11.4,7.3,16.2,3.4,1.7,11.9,26.3,-0.3,1.1,0.8,0.049,-2.5,0.4,-2.1,0.0,,meltode01,0.413,14.9,0.537,0.152,0.308,0.042,0.035,0.463,0.509,0.705,0.435,0.471,0.357,0.301,0.436,0.875,0.01,4.0,0.242,0.378,0.0,0.0,meltode01,4.6,11.2,5.2,6.0,0.509,0.483,2.2,2.7,0.823,0.7,2.3,3.0,2.4,1.6,0.4,1.7,2.2,13.0,Primary Ball Handler,Point of Attack
281.0,Jordan Poole,26.0,NOP,PG,33.0,6.0,808.0,12.0,0.538,0.647,0.262,1.1,8.2,4.6,18.1,1.2,1.4,12.2,25.0,0.1,0.2,0.4,0.021,-0.5,-2.4,-2.9,-0.2,,poolejo01,0.374,19.1,0.353,0.152,0.139,0.037,0.026,0.647,0.437,0.534,0.396,0.286,0.3,0.34,0.39,0.714,0.003,1.0,0.097,0.5,0.0,0.0,poolejo01,4.3,11.6,7.5,4.1,0.437,0.484,2.7,3.0,0.88,0.2,1.8,2.1,3.1,0.6,0.4,1.8,2.3,13.9,Primary Ball Handler,Low Activity
282.0,Keegan Murray,25.0,SAC,PF,23.0,22.0,793.0,11.7,0.499,0.373,0.163,4.5,14.3,9.3,6.8,1.5,4.1,7.7,18.7,-0.2,0.4,0.2,0.011,-2.1,-1.0,-3.1,-0.2,,murrake02,0.42,15.9,0.627,0.083,0.24,0.223,0.08,0.373,0.505,0.72,0.583,0.403,0.333,0.277,0.537,0.935,0.037,11.0,0.161,0.222,0.0,0.0,murrake02,5.5,13.0,4.9,8.2,0.505,0.472,1.7,2.1,0.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,Movement Shooter,Wing Stopper
283.0,Nikola Jović,22.0,MIA,PF,45.0,1.0,791.0,9.8,0.485,0.531,0.331,3.2,16.5,9.8,16.6,1.5,1.9,15.7,21.2,-0.8,1.1,0.3,0.016,-3.3,0.2,-3.0,-0.2,,jovicni01,0.37,15.7,0.469,0.197,0.226,0.026,0.02,0.531,0.483,0.633,0.42,0.25,0.0,0.272,0.681,0.932,0.01,2.0,0.253,0.146,0.0,0.0,jovicni01,2.5,6.8,3.6,3.2,0.483,0.443,1.5,2.2,0.683,0.6,2.8,3.4,2.2,0.6,0.4,1.4,1.4,7.5,Shot Creator,Helper
284.0,Jakob Poeltl,30.0,TOR,C,31.0,29.0,788.0,16.7,0.698,0.0,0.328,11.2,21.4,16.2,11.2,1.5,2.7,16.6,14.1,1.5,1.2,2.7,0.165,-0.5,1.4,0.8,0.6,,poeltja01,0.693,3.8,1.0,0.603,0.27,0.127,0.0,0.0,0.693,0.798,0.529,0.542,,,0.786,,0.063,12.0,,,0.0,0.0,poeltja01,4.2,6.1,0.0,6.1,0.693,0.693,1.3,2.0,0.645,2.6,4.8,7.4,2.0,0.8,0.7,1.4,3.2,9.7,Roll + Cut Big,Mobile Big
286.0,Buddy Hield,33.0,2TM,SG,45.0,3.0,773.0,12.4,0.56,0.651,0.113,3.6,11.8,7.6,12.5,2.3,1.1,12.0,19.6,0.2,0.8,1.0,0.061,-1.2,0.0,-1.2,0.2,,hieldbu01,0.432,22.3,0.349,0.163,0.113,0.037,0.037,0.651,0.6,0.735,0.588,0.545,0.091,0.342,0.587,0.925,0.003,1.0,0.219,0.395,0.0,0.0,hieldbu01,2.9,6.7,4.4,2.3,0.6,0.543,0.6,0.8,0.794,0.6,1.8,2.4,1.5,0.8,0.2,1.0,1.2,7.9,Movement Shooter,Point of Attack
287.0,Tyrese Martin,26.0,2TM,SG,43.0,6.0,766.0,10.4,0.501,0.596,0.102,4.9,12.5,8.5,15.7,1.6,0.7,12.2,18.6,-0.3,0.4,0.1,0.007,-1.8,-1.5,-3.3,-0.2,,martity01,0.393,17.7,0.404,0.167,0.175,0.044,0.018,0.596,0.495,0.717,0.313,0.5,0.2,0.323,0.491,0.887,0.022,6.0,0.201,0.242,0.0,0.0,martity01,2.5,6.4,3.8,2.6,0.495,0.489,0.4,0.7,0.679,0.8,1.8,2.6,1.8,0.6,0.1,0.9,0.8,6.7,Secondary Ball Handler,Chaser
288.0,Karlo Matković,24.0,NOP,PF,54.0,2.0,760.0,17.2,0.727,0.378,0.181,8.4,18.6,13.5,8.7,1.3,6.1,12.5,12.7,1.7,0.7,2.4,0.155,0.7,0.6,1.3,0.6,,matkoka01,0.628,10.7,0.622,0.447,0.165,0.011,0.0,0.378,0.726,0.881,0.355,0.0,,0.465,0.729,0.97,0.319,55.0,0.479,0.588,0.0,0.0,matkoka01,2.2,3.5,1.3,2.2,0.726,0.715,0.5,0.6,0.765,1.1,2.4,3.5,0.9,0.4,0.9,0.5,1.7,5.5,Stretch Big,Helper
289.0,Isaiah Jackson,24.0,2TM,C,47.0,14.0,760.0,16.4,0.627,0.005,0.467,13.9,22.2,17.9,7.8,2.0,4.5,16.8,16.0,1.0,1.0,2.0,0.127,-2.5,0.6,-2.0,0.0,,jacksis01,0.604,3.2,0.995,0.584,0.371,0.025,0.015,0.005,0.607,0.696,0.521,0.2,0.0,0.0,0.605,,0.137,23.0,0.0,,0.0,0.0,jacksis01,2.5,4.2,0.0,4.2,0.607,0.604,1.3,2.0,0.652,2.1,3.2,5.3,0.9,0.7,0.8,1.0,2.7,6.3,Roll + Cut Big,Mobile Big
290.0,Jalen Williams,24.0,OKC,SG,26.0,26.0,755.0,18.8,0.555,0.175,0.279,2.5,14.3,8.7,28.7,2.1,1.2,10.9,26.4,0.9,1.4,2.3,0.147,1.0,1.1,2.0,0.8,,willija06,0.479,10.4,0.825,0.268,0.266,0.23,0.06,0.175,0.515,0.704,0.443,0.429,0.318,0.313,0.323,0.75,0.066,22.0,0.156,0.3,0.0,0.0,willija06,6.7,14.0,2.5,11.6,0.515,0.507,3.3,3.9,0.833,0.7,4.0,4.7,5.4,1.3,0.3,1.9,2.1,17.5,Shot Creator,Helper
291.0,Clint Capela,31.0,HOU,C,60.0,1.0,747.0,17.9,0.532,0.0,0.31,19.5,21.3,20.4,6.8,1.9,6.3,12.7,13.7,1.0,1.4,2.4,0.154,-0.4,0.7,0.3,0.4,,capelca01,0.508,2.8,1.0,0.642,0.342,0.011,0.005,0.0,0.508,0.6,0.359,0.0,0.0,,0.642,,0.251,39.0,,,0.0,0.0,capelca01,1.6,3.1,0.0,3.1,0.508,0.508,0.6,1.0,0.621,2.2,2.4,4.6,0.6,0.5,0.9,0.5,0.9,3.8,Roll + Cut Big,Mobile Big
292.0,John Konchar,29.0,2TM,SG,43.0,5.0,747.0,11.5,0.529,0.581,0.171,5.6,15.7,10.6,11.1,3.7,3.1,15.5,8.2,0.4,0.9,1.3,0.085,-2.4,3.1,0.8,0.5,,konchjo01,0.444,15.9,0.419,0.256,0.128,0.026,0.009,0.581,0.714,0.733,0.8,0.333,0.0,0.25,0.657,1.0,0.026,3.0,0.441,0.267,0.0,0.0,konchjo01,1.2,2.7,1.6,1.1,0.714,0.517,0.3,0.5,0.6,0.9,2.5,3.4,1.5,1.4,0.6,0.5,1.3,3.1,Stationary Shooter,Helper
293.0,Guerschon Yabusele,30.0,2TM,C,56.0,12.0,747.0,10.6,0.534,0.626,0.187,6.1,19.5,12.8,8.7,1.2,1.4,11.4,15.9,0.2,0.8,1.0,0.064,-1.9,-0.4,-2.3,-0.1,,yabusgu01,0.4,17.3,0.374,0.187,0.135,0.039,0.013,0.626,0.465,0.628,0.29,0.222,0.667,0.361,0.675,0.981,0.026,3.0,0.368,0.415,0.0,0.0,yabusgu01,1.6,4.1,2.6,1.5,0.465,0.513,0.5,0.8,0.698,0.8,2.4,3.2,0.9,0.3,0.2,0.6,1.1,4.8,Stationary Shooter,Mobile Big
294.0,Jonas Valančiūnas,33.0,DEN,C,55.0,5.0,745.0,21.2,0.63,0.059,0.346,13.2,27.3,20.5,14.2,0.9,3.7,14.4,25.2,1.5,0.9,2.4,0.156,0.1,-0.4,-0.3,0.3,,valanjo01,0.579,7.2,0.941,0.321,0.402,0.178,0.04,0.059,0.596,0.66,0.612,0.526,0.231,0.316,0.578,0.833,0.069,17.0,0.053,1.0,0.0,0.0,valanjo01,3.4,5.8,0.3,5.5,0.596,0.589,1.6,2.0,0.793,1.5,3.4,4.9,1.2,0.3,0.5,1.1,2.1,8.5,Post Scorer,Anchor Big
295.0,Jaylen Clark,24.0,MIN,SG,58.0,0.0,737.0,10.1,0.53,0.421,0.328,7.2,7.9,7.6,5.6,2.5,1.0,8.3,13.1,0.5,0.8,1.3,0.085,-3.4,0.7,-2.7,-0.1,,clarkja02,0.437,12.7,0.579,0.295,0.213,0.071,0.0,0.421,0.528,0.648,0.487,0.154,,0.312,0.518,1.0,0.038,7.0,0.649,0.32,1.0,0.0,clarkja02,1.4,3.2,1.3,1.8,0.528,0.503,0.7,1.0,0.633,0.8,0.9,1.7,0.6,0.7,0.1,0.3,1.3,3.8,Stationary Shooter,Point of Attack
296.0,Goga Bitadze,26.0,ORL,C,48.0,2.0,731.0,20.7,0.707,0.066,0.401,14.6,21.2,17.9,11.1,2.0,6.2,11.3,12.9,2.2,1.3,3.5,0.231,1.1,2.4,3.4,1.0,,bitadgo01,0.689,3.8,0.934,0.713,0.18,0.036,0.006,0.066,0.724,0.782,0.6,0.333,0.0,0.182,0.699,1.0,0.335,51.0,0.364,0.25,0.0,0.0,bitadgo01,2.4,3.5,0.2,3.3,0.724,0.695,1.0,1.4,0.687,2.0,2.9,4.9,1.2,0.6,1.1,0.5,2.0,5.8,Roll + Cut Big,Mobile Big
297.0,Steven Adams,32.0,HOU,C,32.0,11.0,730.0,15.9,0.535,0.0,0.583,22.3,19.6,20.9,8.4,1.5,2.5,16.7,12.1,1.1,1.0,2.1,0.139,-0.2,-0.4,-0.6,0.3,,adamsst01,0.504,2.6,1.0,0.655,0.309,0.036,0.0,0.0,0.504,0.582,0.349,0.4,,,0.514,,0.129,13.0,,,0.0,0.0,adamsst01,2.2,4.3,0.0,4.3,0.504,0.504,1.5,2.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,Roll + Cut Big,Anchor Big
298.0,Jalen Pickett,26.0,DEN,SG,43.0,18.0,728.0,10.5,0.541,0.554,0.064,2.9,13.1,8.2,18.5,0.9,0.5,12.1,14.3,0.6,0.4,0.9,0.062,-1.0,-1.1,-2.1,0.0,,pickeja02,0.422,18.4,0.446,0.108,0.147,0.093,0.098,0.554,0.473,0.682,0.433,0.421,0.35,0.381,0.535,0.814,0.005,1.0,0.221,0.32,0.0,0.0,pickeja02,2.0,4.7,2.6,2.1,0.473,0.527,0.3,0.3,0.923,0.4,2.0,2.5,2.4,0.3,0.1,0.7,0.9,5.3,Secondary Ball Handler,Chaser
299.0,Lonzo Ball,28.0,CLE,PG,35.0,3.0,728.0,9.5,0.432,0.835,0.119,3.9,17.2,10.5,22.7,3.0,1.2,21.9,13.7,-0.4,1.1,0.7,0.046,-2.9,1.8,-1.1,0.2,,balllo01,0.301,22.5,0.165,0.097,0.023,0.023,0.023,0.835,0.448,0.588,0.25,0.5,0.0,0.272,0.538,0.85,0.011,1.0,0.197,0.241,0.0,0.0,balllo01,1.5,5.0,4.2,0.8,0.448,0.415,0.4,0.6,0.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,Movement Shooter,Chaser
300.0,Olivier-Maxence Prosper,23.0,MEM,PF,42.0,13.0,725.0,15.4,0.648,0.423,0.31,6.7,14.3,10.4,8.2,1.7,1.4,12.0,17.6,1.1,0.6,1.7,0.113,0.2,-1.2,-1.0,0.2,,prospol01,0.531,12.7,0.577,0.331,0.205,0.033,0.008,0.423,0.63,0.785,0.51,0.0,0.0,0.396,0.759,1.0,0.092,21.0,0.396,0.425,0.0,0.0,prospol01,3.0,5.7,2.4,3.3,0.63,0.615,1.4,1.8,0.784,1.1,2.3,3.3,1.0,0.6,0.3,0.9,1.4,8.4,Stationary Shooter,Helper
301.0,Kasparas Jakučionis,19.0,MIA,PG,40.0,11.0,715.0,11.3,0.608,0.65,0.23,4.7,11.2,7.9,17.2,1.7,0.5,17.6,13.8,0.8,0.8,1.6,0.11,-1.5,1.1,-0.3,0.3,,jakucka01,0.426,17.7,0.35,0.175,0.148,0.022,0.005,0.65,0.406,0.563,0.296,0.0,0.0,0.437,0.423,0.981,0.0,0.0,0.361,0.558,0.0,0.0,jakucka01,2.0,4.6,3.0,1.6,0.406,0.568,0.9,1.1,0.881,0.8,2.0,2.8,2.5,0.7,0.1,1.1,2.0,6.1,Stationary Shooter,Chaser
302.0,Josh Green,25.0,CHO,SG,43.0,0.0,714.0,10.7,0.659,0.743,0.176,5.9,7.6,6.8,7.9,1.9,0.6,14.5,11.0,1.0,0.6,1.6,0.108,-1.1,0.8,-0.3,0.3,,greenjo02,0.473,19.1,0.257,0.149,0.088,0.02,0.0,0.743,0.605,0.682,0.538,0.333,,0.427,0.739,1.0,0.041,6.0,0.6,0.47,0.0,0.0,greenjo02,1.6,3.4,2.6,0.9,0.605,0.632,0.5,0.6,0.885,0.9,1.1,2.0,1.0,0.6,0.1,0.6,1.2,4.9,Stationary Shooter,Point of Attack
303.0,Aaron Gordon,30.0,DEN,PF,26.0,23.0,714.0,19.6,0.617,0.384,0.407,6.1,18.5,12.6,13.4,1.2,0.6,6.7,22.9,1.9,0.5,2.4,0.161,3.3,-1.2,2.1,0.7,,gordoaa01,0.492,13.7,0.616,0.286,0.152,0.098,0.081,0.384,0.557,0.765,0.4,0.379,0.333,0.386,0.598,0.818,0.108,30.0,0.167,0.368,0.0,0.0,gordoaa01,5.6,11.4,4.4,7.0,0.557,0.566,3.7,4.7,0.793,1.4,4.7,6.1,2.5,0.7,0.2,1.0,1.5,16.6,Shot Creator,Wing Stopper
304.0,Justin Edwards,22.0,PHI,SF,49.0,6.0,713.0,10.7,0.554,0.609,0.135,3.5,8.5,6.0,11.7,2.6,1.1,11.0,14.6,0.5,0.6,1.1,0.074,-2.4,0.5,-1.9,0.0,,edwarju01,0.42,18.2,0.391,0.145,0.15,0.072,0.024,0.609,0.519,0.7,0.419,0.333,0.6,0.357,0.476,0.956,0.039,7.0,0.19,0.458,0.0,0.0,edwarju01,1.8,4.2,2.6,1.7,0.519,0.529,0.5,0.6,0.857,0.5,1.1,1.6,1.2,0.8,0.2,0.6,1.6,5.0,Movement Shooter,Chaser
305.0,Trendon Watford,25.0,PHI,PF,43.0,7.0,711.0,12.7,0.568,0.184,0.255,4.7,17.9,11.2,21.4,0.9,2.4,17.2,16.9,0.5,0.6,1.1,0.074,-2.1,0.2,-1.9,0.0,,watfotr01,0.514,8.8,0.816,0.302,0.425,0.075,0.014,0.184,0.572,0.656,0.556,0.375,0.333,0.256,0.545,1.0,0.019,3.0,0.205,0.125,0.0,0.0,watfotr01,2.5,4.9,0.9,4.0,0.572,0.538,0.9,1.3,0.741,0.7,2.6,3.3,2.5,0.3,0.4,1.1,2.0,6.2,Shot Creator,Helper
306.0,Kenrich Williams,31.0,OKC,PF,45.0,2.0,710.0,14.3,0.596,0.455,0.186,6.8,15.1,11.1,12.3,1.6,0.7,12.0,17.3,0.9,1.2,2.1,0.141,0.3,0.5,0.8,0.5,,willike04,0.489,15.1,0.545,0.255,0.147,0.065,0.078,0.455,0.556,0.695,0.353,0.6,0.444,0.41,0.529,0.907,0.013,2.0,0.238,0.44,0.0,0.0,willike04,2.5,5.1,2.3,2.8,0.556,0.582,0.6,1.0,0.674,1.0,2.3,3.2,1.4,0.5,0.1,0.8,1.1,6.6,Stationary Shooter,Helper
307.0,Micah Peavy,24.0,NOP,SG,51.0,1.0,704.0,8.0,0.439,0.4,0.076,5.8,8.5,7.1,8.9,2.1,0.8,5.7,14.6,-0.2,0.3,0.2,0.011,-4.5,-1.1,-5.6,-0.6,,peavymi01,0.378,12.7,0.6,0.311,0.2,0.076,0.013,0.4,0.474,0.629,0.311,0.235,0.667,0.233,0.641,1.0,0.08,16.0,0.467,0.19,0.0,0.0,peavymi01,1.7,4.4,1.8,2.6,0.474,0.424,0.3,0.3,0.765,0.7,1.1,1.8,0.9,0.6,0.1,0.3,1.4,4.0,Movement Shooter,Point of Attack
308.0,Jabari Walker,23.0,PHI,PF,56.0,6.0,701.0,12.3,0.565,0.454,0.311,9.9,18.0,13.9,5.7,1.5,1.6,10.1,15.0,0.8,0.7,1.5,0.1,-2.1,-0.7,-2.8,-0.1,,walkeja01,0.449,12.7,0.546,0.393,0.122,0.015,0.015,0.454,0.542,0.649,0.292,0.0,0.333,0.337,0.5,1.0,0.071,10.0,0.506,0.4,0.0,0.0,walkeja01,1.6,3.5,1.6,1.9,0.542,0.526,0.8,1.1,0.754,1.1,2.0,3.1,0.5,0.4,0.2,0.4,1.6,4.5,Stationary Shooter,Helper
309.0,Dwight Powell,34.0,DAL,C,50.0,8.0,696.0,12.6,0.703,0.038,1.063,11.4,17.7,14.6,8.6,1.7,2.1,20.9,9.0,1.2,0.8,2.0,0.14,-2.8,1.5,-1.3,0.1,,poweldw01,0.663,3.1,0.963,0.725,0.225,0.0,0.013,0.038,0.675,0.69,0.611,,1.0,0.333,0.808,1.0,0.15,10.0,1.0,0.333,0.0,0.0,poweldw01,1.1,1.6,0.1,1.5,0.675,0.669,1.2,1.7,0.682,1.5,2.4,3.8,0.9,0.5,0.3,0.6,2.0,3.3,Athletic Finisher,Mobile Big
310.0,Gabe Vincent,29.0,2TM,PG,38.0,7.0,677.0,6.4,0.511,0.802,0.072,2.0,4.2,3.1,10.1,1.4,0.3,8.0,11.9,0.2,0.3,0.5,0.035,-3.7,-0.8,-4.5,-0.4,,vincega01,0.353,22.3,0.198,0.042,0.06,0.066,0.03,0.802,0.364,0.714,0.2,0.273,0.4,0.351,0.333,0.872,0.0,0.0,0.246,0.394,0.0,0.0,vincega01,1.6,4.4,3.5,0.9,0.364,0.494,0.3,0.3,0.917,0.3,0.7,1.0,1.4,0.5,0.1,0.4,1.7,4.6,Movement Shooter,Point of Attack
311.0,Julian Strawther,23.0,DEN,SG,44.0,12.0,672.0,12.2,0.584,0.481,0.251,1.8,12.5,7.4,9.3,1.5,0.6,9.5,19.0,0.5,0.4,0.9,0.066,-1.7,-1.0,-2.6,-0.1,,strawju01,0.464,15.3,0.519,0.159,0.251,0.105,0.004,0.481,0.573,0.658,0.533,0.56,0.0,0.348,0.648,0.95,0.004,1.0,0.322,0.459,0.0,0.0,strawju01,2.5,5.4,2.6,2.8,0.573,0.548,1.1,1.4,0.8,0.2,1.8,2.0,1.0,0.5,0.1,0.6,1.3,7.0,Movement Shooter,Low Activity
312.0,Jaden Ivey,23.0,2TM,SG,37.0,5.0,670.0,13.1,0.571,0.523,0.184,4.0,10.9,7.5,14.0,1.6,2.0,12.9,19.7,0.5,0.8,1.4,0.097,-0.2,0.1,0.0,0.3,,iveyja01,0.445,17.6,0.477,0.145,0.191,0.09,0.051,0.523,0.525,0.541,0.51,0.478,0.615,0.373,0.578,0.88,0.02,5.0,0.164,0.409,0.0,0.0,iveyja01,3.1,6.9,3.6,3.3,0.525,0.543,1.0,1.3,0.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,Movement Shooter,Chaser
313.0,Tyler Kolek,24.0,NYK,PG,55.0,1.0,662.0,11.5,0.513,0.454,0.079,2.5,12.9,7.7,31.5,1.4,0.5,18.3,18.6,0.3,0.7,1.0,0.074,-1.4,0.1,-1.4,0.1,,kolekty01,0.424,15.4,0.546,0.183,0.214,0.131,0.017,0.454,0.48,0.667,0.367,0.4,0.5,0.356,0.35,0.757,0.0,0.0,0.144,0.467,0.0,0.0,kolekty01,1.8,4.2,1.9,2.3,0.48,0.504,0.2,0.3,0.667,0.3,1.4,1.7,2.8,0.3,0.1,1.0,1.1,4.4,Primary Ball Handler,Low Activity
