Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
388,Noah Penda,21,ORL,SF,46,2,13.7,1.6,3.8,.423,0.6,1.6,.347,1.0,2.2,.480,.497,0.7,1.0,.674,1.4,2.3,3.7,1.2,0.5,0.4,0.8,1.3,4.5,,pendano01
389,Jarred Vanderbilt,26,LAL,PF,55,3,17.8,1.7,3.7,.461,0.5,1.6,.302,1.3,2.2,.575,.524,0.5,0.9,.638,1.3,3.2,4.6,1.2,0.8,0.3,0.9,1.7,4.5,,vandeja01
390,Jabari Walker,23,PHI,PF,56,6,12.5,1.6,3.5,.449,0.5,1.6,.337,1.0,1.9,.542,.526,0.8,1.1,.754,1.1,2.0,3.1,0.5,0.4,0.2,0.4,1.6,4.5,,walkeja01
391,DaRon Holmes,23,DEN,PF,19,6,10.2,1.5,2.9,.500,0.9,2.2,.439,0.5,0.8,.667,.661,0.5,0.6,.818,0.3,1.2,1.5,0.8,0.0,0.2,0.4,0.9,4.4,,holmeda01
392,Kam Jones,23,IND,SG,27,7,16.1,1.8,4.3,.422,0.6,1.9,.308,1.2,2.4,.516,.491,0.1,0.3,.500,0.3,1.1,1.4,2.7,0.5,0.0,0.9,1.0,4.4,,joneska03
393,Tyler Kolek,24,NYK,PG,55,1,12.0,1.8,4.2,.424,0.7,1.9,.356,1.1,2.3,.480,.504,0.2,0.3,.667,0.3,1.4,1.7,2.8,0.3,0.1,1.0,1.1,4.4,,kolekty01
394,Craig Porter Jr.,25,CLE,PG,58,2,17.7,1.8,4.0,.444,0.5,1.4,.361,1.3,2.6,.490,.509,0.3,0.6,.556,1.3,2.0,3.3,3.2,0.9,0.6,0.9,1.1,4.4,,portecr01
395,RayJ Dennis,24,3TM,PG,15,0,11.8,1.5,4.9,.301,0.8,2.6,.308,0.7,2.3,.294,.384,0.5,0.6,.889,0.5,1.0,1.5,2.0,0.3,0.3,1.0,1.1,4.3,,dennira01
395,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,.306,0.9,2.9,.316,0.8,2.6,.294,.389,0.6,0.7,.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,dennira01
395,RayJ Dennis,24,LAC,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,dennira01
395,RayJ Dennis,24,ATL,PG,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,,dennira01
396,Yanic Konan Niederhäuser,22,LAC,C,41,0,10.3,1.6,2.4,.640,0.0,0.1,.200,1.5,2.3,.663,.645,1.1,1.5,.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,konanya01
397,Skal Labissière,29,WAS,PF,3,0,12.7,2.0,3.3,.600,0.3,1.7,.200,1.7,1.7,1.000,.650,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,labissk01
398,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,.611,0.0,0.0,,1.6,2.6,.611,.611,1.1,1.4,.800,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,livelde01
399,Grant Nelson,23,BRK,PF,4,0,8.8,1.3,2.3,.556,0.0,0.0,,1.3,2.3,.556,.556,1.8,2.5,.700,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,nelsogr02
400,Terrence Shannon Jr.,25,MIN,SG,29,0,11.8,1.4,3.4,.404,0.6,1.6,.378,0.8,1.9,.426,.490,0.9,1.1,.818,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.2,4.3,,shannte01
401,Oscar Tshiebwe,26,UTA,C,12,1,12.8,2.1,3.3,.625,0.0,0.0,,2.1,3.3,.625,.625,0.2,0.3,.500,1.8,2.4,4.2,0.8,0.3,0.1,0.3,1.4,4.3,,tshieos01
402,Rayan Rupert,21,2TM,SG,57,2,14.7,1.6,4.0,.395,0.6,1.9,.340,0.9,2.1,.443,.474,0.4,0.6,.735,0.6,1.8,2.4,0.8,0.7,0.1,0.6,1.7,4.2,,ruperra01
402,Rayan Rupert,21,POR,SG,48,0,12.0,1.1,3.1,.361,0.5,1.5,.310,0.6,1.6,.408,.435,0.2,0.3,.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,ruperra01
402,Rayan Rupert,21,MEM,SG,9,2,29.1,4.1,9.0,.457,1.6,3.9,.400,2.6,5.1,.500,.543,1.8,2.2,.800,1.3,4.3,5.7,1.0,1.4,0.4,0.9,4.1,11.6,,ruperra01
403,Mike Conley,38,MIN,PG,46,9,18.1,1.2,3.8,.316,0.9,2.9,.313,0.3,0.9,.326,.435,0.9,1.0,.891,0.3,1.4,1.7,2.8,0.6,0.3,0.6,1.4,4.2,,conlemi01
404,Hugo González,19,BOS,SF,61,3,15.6,1.7,3.6,.475,0.6,1.7,.340,1.1,1.9,.593,.554,0.2,0.4,.500,0.9,2.6,3.6,0.6,0.6,0.3,0.6,1.7,4.2,,gonzahu01
405,Dalton Knecht,24,LAL,SF,48,1,10.6,1.6,3.6,.448,0.6,2.1,.307,1.0,1.5,.644,.537,0.3,0.4,.700,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.8,4.2,,knechda01
406,Nicolas Batum,37,LAC,PF,63,5,18.4,1.3,3.3,.400,1.3,3.2,.398,0.1,0.1,.444,.590,0.1,0.2,.818,0.3,2.2,2.5,0.9,0.7,0.3,0.6,1.4,4.1,,batumni01
407,Ron Harper Jr.,25,BOS,SF,20,2,11.9,1.5,3.8,.400,1.1,3.1,.344,0.5,0.7,.643,.540,0.1,0.1,.500,0.7,1.1,1.8,0.8,0.2,0.4,0.2,0.9,4.1,,harpero02
408,DeAndre Jordan,37,NOP,C,10,6,16.3,1.6,2.3,.696,0.0,0.0,,1.6,2.3,.696,.696,0.9,1.5,.600,2.1,4.3,6.4,0.8,0.3,0.8,0.9,1.4,4.1,,jordade01
409,Liam McNeeley,20,CHO,SF,28,0,12.2,1.2,3.1,.386,0.8,2.1,.379,0.4,1.1,.400,.511,0.9,1.1,.806,0.4,1.8,2.1,0.8,0.2,0.1,0.4,1.3,4.1,,mcneeli01
410,Jericho Sims,27,MIL,C,50,9,17.7,1.9,2.2,.845,0.0,0.0,,1.9,2.2,.845,.845,0.4,0.6,.600,1.7,3.3,5.0,1.1,0.2,0.3,1.0,1.9,4.1,,simsje01
411,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,.557,0.0,0.1,.500,1.5,2.7,.558,.561,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,bradlto01
412,Brandon Clarke,29,MEM,PF,2,2,10.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,2.0,.500,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,clarkbr01
413,Anthony Gill,33,WAS,PF,38,1,12.9,1.7,2.9,.591,0.2,0.7,.308,1.5,2.2,.679,.627,0.4,0.6,.714,0.9,1.5,2.4,0.9,0.4,0.3,0.6,1.2,4.0,,gillan01
414,Killian Hayes,24,SAC,PG,9,1,16.2,1.4,5.6,.260,0.6,2.6,.217,0.9,3.0,.296,.310,0.6,0.7,.833,0.2,1.7,1.9,3.4,0.6,0.0,0.4,1.8,4.0,,hayeski01
415,Chaney Johnson,23,BRK,SF,3,0,15.7,1.7,2.7,.625,0.7,1.0,.667,1.0,1.7,.600,.750,0.0,0.0,,0.3,1.3,1.7,1.3,0.7,0.3,1.0,2.7,4.0,,johnsch06
416,Bez Mbeng,22,UTA,,1,0,34.0,2.0,8.0,.250,0.0,3.0,.000,2.0,5.0,.400,.250,0.0,0.0,,3.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,,mbengbe01
417,Micah Peavy,24,NOP,SG,51,1,13.8,1.7,4.4,.378,0.4,1.8,.233,1.3,2.6,.474,.424,0.3,0.3,.765,0.7,1.1,1.8,0.9,0.6,0.1,0.3,1.4,4.0,,peavymi01
418,Myron Gardner,24,MIA,SF,35,7,9.8,1.4,2.9,.485,0.6,1.5,.423,0.8,1.4,.551,.594,0.5,0.7,.739,1.0,2.1,3.1,1.0,0.5,0.1,0.3,1.7,3.9,,gardnmy01
419,Caleb Martin,30,DAL,SF,57,12,14.9,1.5,3.3,.449,0.3,1.0,.339,1.1,2.3,.496,.500,0.6,1.0,.593,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
420,Doug McDermott,34,SAC,SF,15,0,10.2,1.3,3.3,.380,1.2,3.2,.375,0.1,0.1,.500,.560,0.1,0.1,1.000,0.1,0.7,0.7,0.3,0.2,0.1,0.4,0.6,3.9,,mcderdo01
421,Clint Capela,31,HOU,C,60,1,12.5,1.6,3.1,.508,0.0,0.0,,1.6,3.1,.508,.508,0.6,1.0,.621,2.2,2.4,4.6,0.6,0.5,0.9,0.5,0.9,3.8,,capelca01
422,Jaylen Clark,24,MIN,SG,58,0,12.7,1.4,3.2,.437,0.4,1.3,.312,1.0,1.8,.528,.503,0.7,1.0,.633,0.8,0.9,1.7,0.6,0.7,0.1,0.3,1.3,3.8,,clarkja02
423,Jordan Hawkins,23,NOP,SG,42,0,12.3,1.4,4.3,.317,0.7,2.4,.294,0.6,1.9,.346,.400,0.3,0.4,.778,0.3,1.2,1.5,0.6,0.2,0.2,0.5,0.5,3.8,,hawkijo01
424,Zeke Nnaji,25,DEN,PF,46,3,12.3,1.4,3.0,.474,0.3,1.0,.271,1.1,1.9,.584,.522,0.7,1.0,.773,0.7,2.0,2.7,0.5,0.3,0.5,0.5,1.3,3.8,,nnajize01
425,Trayce Jackson-Davis,25,2TM,C,44,1,10.2,1.5,2.6,.566,0.0,0.0,1.000,1.4,2.5,.563,.571,0.8,1.5,.547,1.4,1.7,3.1,0.8,0.3,0.5,0.4,0.9,3.7,,jackstr02
425,Trayce Jackson-Davis,25,GSW,C,36,1,11.4,1.7,2.8,.588,0.0,0.0,1.000,1.6,2.8,.584,.593,0.8,1.4,.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,jackstr02
425,Trayce Jackson-Davis,25,TOR,C,8,0,4.8,0.5,1.4,.364,0.0,0.0,,0.5,1.4,.364,.364,0.8,1.5,.500,1.9,1.0,2.9,0.5,0.3,0.3,0.1,0.0,1.8,,jackstr02
426,Carter Bryant,20,SAS,PF,55,0,10.1,1.3,3.5,.383,0.7,2.1,.339,0.6,1.4,.449,.484,0.3,0.5,.680,0.5,1.8,2.2,0.4,0.2,0.3,0.4,1.0,3.7,,bryanca01
427,Moussa Cisse,23,DAL,C,34,1,12.5,1.4,2.4,.590,0.0,0.0,,1.4,2.4,.590,.590,0.9,1.9,.439,2.0,2.9,4.9,0.2,0.4,1.1,0.7,1.8,3.7,,cissemo01
428,Dalen Terry,23,2TM,SG,41,0,11.5,1.4,3.1,.434,0.6,1.4,.397,0.8,1.7,.465,.523,0.3,0.6,.560,0.5,1.4,1.9,1.4,0.6,0.3,0.6,1.0,3.6,,terryda01
428,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3.0,.441,0.6,1.4,.413,0.8,1.6,.464,.534,0.3,0.5,.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,terryda01
428,Dalen Terry,23,PHI,SG,7,0,13.6,1.6,3.9,.407,0.6,1.7,.333,1.0,2.1,.467,.481,0.7,1.1,.625,0.3,1.6,1.9,2.0,0.6,0.4,0.4,1.0,4.4,,terryda01
429,Taelon Peter,23,IND,SG,29,0,11.1,1.2,3.5,.343,1.0,3.1,.308,0.2,0.4,.636,.480,0.2,0.3,.500,0.2,1.1,1.3,1.1,0.6,0.1,0.6,0.7,3.6,,peterta01
430,Keaton Wallace,26,ATL,PG,45,2,10.5,1.3,3.2,.407,0.8,1.9,.395,0.6,1.3,.424,.524,0.2,0.3,.643,0.1,1.0,1.1,1.8,0.5,0.1,0.5,0.9,3.6,,wallake01
431,Tyler Burton,25,MEM,SF,2,0,28.0,1.0,9.0,.111,1.0,6.0,.167,0.0,3.0,.000,.167,0.5,1.0,.500,1.0,2.0,3.0,0.5,0.5,0.5,1.5,2.5,3.5,,burtoty01
432,Mohamed Diawara,20,NYK,SF,57,6,8.6,1.3,3.0,.433,0.7,1.8,.390,0.6,1.2,.500,.553,0.2,0.2,.750,0.2,1.1,1.4,0.6,0.2,0.1,0.4,0.8,3.5,,diawamo01
433,Rasheer Fleming,21,PHO,PF,41,0,10.0,1.3,3.2,.405,0.7,1.9,.359,0.6,1.3,.472,.511,0.2,0.4,.588,1.0,1.0,2.0,0.2,0.3,0.3,0.3,0.9,3.5,,flemira01
434,Haywood Highsmith,29,PHO,SF,4,0,13.3,1.3,2.5,.500,0.8,1.5,.500,0.5,1.0,.500,.650,0.3,0.5,.500,0.5,1.3,1.8,1.3,0.8,0.0,0.0,1.3,3.5,,highsha01
435,A.J. Lawson,25,TOR,SG,14,0,7.9,1.1,2.9,.390,0.6,1.6,.364,0.6,1.4,.421,.488,0.6,0.6,1.000,0.5,1.1,1.6,0.2,0.3,0.2,0.3,1.1,3.5,,lawsoaj01
436,Keshad Johnson,24,MIA,SF,24,0,7.6,1.2,2.9,.420,0.4,1.2,.310,0.8,1.7,.500,.486,0.6,0.9,.667,0.7,1.1,1.8,0.1,0.3,0.3,0.4,0.8,3.4,,johnske10
437,Drew Timme,25,LAL,PF,21,0,8.5,1.4,2.4,.588,0.4,0.9,.421,1.0,1.5,.688,.667,0.2,0.3,.571,0.4,0.9,1.3,0.8,0.2,0.0,0.3,0.6,3.4,,timmedr01
438,Jeremy Sochan,22,2TM,PF,38,0,10.8,1.4,2.9,.477,0.2,1.0,.237,1.2,1.9,.603,.518,0.3,0.5,.667,0.7,1.5,2.2,0.9,0.4,0.2,0.5,1.4,3.3,,sochaje01
438,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,.475,0.3,1.3,.257,1.4,2.3,.594,.520,0.4,0.6,.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,sochaje01
438,Jeremy Sochan,22,NYK,PF,10,0,5.3,0.6,1.2,.500,0.0,0.3,.000,0.6,0.9,.667,.500,0.1,0.2,.500,0.2,1.0,1.2,0.5,0.5,0.1,0.2,0.4,1.3,,sochaje01
439,Larry Nance Jr.,33,CLE,PF,29,2,12.2,1.3,3.3,.381,0.6,1.8,.346,0.7,1.6,.422,.474,0.1,0.2,.600,0.9,1.7,2.6,0.9,0.5,0.1,0.4,1.7,3.3,,nancela02
440,Kelly Olynyk,34,SAS,C,36,0,8.9,1.2,2.4,.494,0.3,1.2,.262,0.9,1.3,.711,.557,0.6,0.8,.667,0.6,1.2,1.8,1.1,0.4,0.1,0.6,1.1,3.3,,olynyke01
441,Dwight Powell,34,DAL,C,50,8,13.9,1.1,1.6,.663,0.0,0.1,.333,1.0,1.5,.675,.669,1.2,1.7,.682,1.5,2.4,3.8,0.9,0.5,0.3,0.6,2.0,3.3,,poweldw01
442,Isaiah Stevens,25,SAC,PG,3,0,14.3,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,1.3,1.3,1.000,0.7,0.3,1.0,3.3,1.7,0.0,0.7,0.7,3.3,,steveis01
443,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,wisemja01
444,Koby Brea,23,PHO,SG,5,0,4.6,1.0,1.8,.556,0.8,1.4,.571,0.2,0.4,.500,.778,0.4,0.4,1.000,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,3.2,,breako01
445,Dorian Finney-Smith,32,HOU,PF,30,1,17.6,1.1,3.6,.318,0.7,2.7,.268,0.4,0.8,.480,.421,0.2,0.2,1.000,0.9,1.8,2.7,0.9,0.5,0.2,0.6,1.9,3.2,,finnedo01
446,Nikola Topić,20,OKC,PG,5,0,10.6,1.4,3.2,.438,0.4,1.0,.400,1.0,2.2,.455,.500,0.0,0.0,,0.4,1.2,1.6,2.0,0.0,0.0,2.2,0.8,3.2,,topicni01
447,John Konchar,29,2TM,SG,43,5,17.4,1.2,2.7,.444,0.4,1.6,.250,0.8,1.1,.714,.517,0.3,0.5,.600,0.9,2.5,3.4,1.5,1.4,0.6,0.5,1.3,3.1,,konchjo01
447,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,.521,0.4,1.3,.333,0.8,1.1,.750,.613,0.3,0.4,.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,konchjo01
447,John Konchar,29,UTA,SG,13,4,24.0,1.2,3.5,.326,0.3,2.2,.138,0.8,1.3,.647,.370,0.3,0.5,.571,1.5,2.7,4.2,2.0,2.2,0.8,0.7,1.8,2.9,,konchjo01
448,Cam Christie,20,LAC,SG,44,0,9.3,1.0,2.7,.381,0.3,1.0,.261,0.8,1.6,.458,.432,0.8,1.0,.750,0.3,1.2,1.5,0.6,0.3,0.1,0.4,0.4,3.1,,chrisca02
449,Miles Kelly,23,DAL,PG,14,0,9.6,1.1,3.1,.364,0.7,2.4,.303,0.4,0.8,.545,.477,0.1,0.1,1.000,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,3.1,,kellymi02
450,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,,searsma01
451,Amir Coffey,28,2TM,SG,41,2,10.4,1.1,2.3,.484,0.3,1.0,.317,0.8,1.3,.615,.554,0.5,0.7,.786,0.4,0.8,1.2,0.5,0.2,0.1,0.1,0.7,3.0,,coffeam01
451,Amir Coffey,28,MIL,SG,30,2,8.8,0.9,1.8,.473,0.2,0.8,.280,0.6,1.0,.633,.536,0.4,0.5,.867,0.2,0.7,0.9,0.4,0.1,0.1,0.1,0.5,2.4,,coffeam01
451,Amir Coffey,28,PHO,SG,11,0,14.7,1.7,3.5,.500,0.5,1.5,.375,1.2,2.0,.591,.579,0.8,1.2,.692,1.0,1.3,2.3,1.0,0.5,0.1,0.1,1.3,4.8,,coffeam01
452,Tyus Jones,29,3TM,PG,60,10,15.3,1.2,3.3,.345,0.6,2.1,.278,0.6,1.2,.459,.433,0.1,0.2,.778,0.2,0.9,1.1,2.5,0.6,0.1,0.4,0.5,3.0,,jonesty01
452,Tyus Jones,29,ORL,PG,48,8,15.7,1.1,3.3,.342,0.6,2.1,.294,0.5,1.2,.429,.437,0.1,0.1,1.000,0.2,0.9,1.1,2.4,0.7,0.1,0.3,0.5,3.0,,jonesty01
452,Tyus Jones,29,DAL,PG,8,2,16.6,1.6,4.3,.382,0.5,2.4,.211,1.1,1.9,.600,.441,0.1,0.3,.500,0.1,1.0,1.1,3.8,0.4,0.0,0.6,0.6,3.9,,jonesty01
452,Tyus Jones,29,DEN,PG,4,0,7.0,0.5,2.0,.250,0.3,1.3,.200,0.3,0.8,.333,.313,0.0,0.3,.000,0.0,0.5,0.5,0.8,0.0,0.0,0.8,0.0,1.3,,jonesty01
453,Charles Bassey,25,2TM,C,3,0,12.0,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,0.3,1.0,.333,2.3,2.7,5.0,0.7,0.3,0.7,0.3,1.7,3.0,,bassech01
453,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
453,Charles Bassey,25,PHI,C,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,bassech01
454,Kobe Bufkin,22,LAL,SG,11,1,8.2,1.0,3.5,.289,0.3,1.8,.150,0.7,1.6,.444,.329,0.7,0.7,1.000,0.1,0.7,0.8,0.5,0.2,0.3,0.4,0.5,3.0,,bufkiko01
455,Pat Connaughton,33,CHO,SG,32,0,7.8,1.1,2.3,.453,0.6,1.4,.391,0.5,0.9,.552,.573,0.3,0.5,.688,0.4,1.2,1.6,0.5,0.3,0.0,0.3,0.3,3.0,,connapa01
456,Taj Gibson,40,MEM,C,1,0,12.0,1.0,5.0,.200,1.0,2.0,.500,0.0,3.0,.000,.300,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,,gibsota01
457,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,,livinch01
458,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,,milleem01
459,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,,morrimo01
460,Antonio Reeves,25,CHO,SG,9,0,7.3,1.1,2.2,.500,0.8,1.4,.538,0.3,0.8,.429,.675,0.0,0.0,,0.2,0.7,0.9,0.2,0.1,0.0,0.1,0.3,3.0,,reevean01
461,Jamison Battle,24,TOR,SF,49,2,8.5,1.1,2.2,.505,0.6,1.3,.415,0.6,0.9,.636,.628,0.1,0.2,.667,0.3,1.1,1.5,0.4,0.1,0.0,0.3,0.7,2.9,,battlja01
462,Joan Beringer,19,MIN,PF,31,1,6.7,1.3,1.9,.667,0.0,0.0,,1.3,1.9,.667,.667,0.4,0.5,.647,0.9,0.9,1.8,0.3,0.1,0.4,0.3,1.1,2.9,,berinjo01
463,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,.520,0.3,0.5,.600,0.9,1.8,.500,.580,0.3,0.5,.500,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
464,Kevon Looney,29,NOP,C,18,6,13.9,1.3,2.9,.442,0.1,0.5,.111,1.2,2.4,.512,.452,0.3,0.4,.625,2.3,3.0,5.3,1.4,0.3,0.5,0.4,1.8,2.9,,looneke01
465,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
466,Duop Reath,29,POR,C,32,0,8.1,1.0,2.3,.446,0.7,1.7,.418,0.3,0.6,.526,.601,0.2,0.2,.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,reathdu01
467,Trey Alexander,22,NOP,SG,5,0,8.4,1.2,1.8,.667,0.4,0.6,.667,0.8,1.2,.667,.778,0.0,0.0,,0.0,0.8,0.8,1.0,0.2,0.2,0.2,0.8,2.8,,alexatr01
468,AJ Johnson,21,2TM,SG,38,0,8.7,1.0,3.2,.322,0.2,1.1,.214,0.8,2.1,.380,.360,0.5,0.6,.818,0.2,0.9,1.2,0.9,0.2,0.0,0.6,0.5,2.8,,johnsaj01
468,AJ Johnson,21,WAS,SG,25,0,8.6,1.1,3.3,.325,0.3,1.0,.280,0.8,2.3,.345,.367,0.4,0.5,.750,0.3,0.9,1.2,0.9,0.3,0.0,0.7,0.6,2.8,,johnsaj01
468,AJ Johnson,21,DAL,SG,13,0,9.0,0.9,2.9,.316,0.2,1.3,.118,0.8,1.6,.476,.342,0.7,0.8,.900,0.1,0.9,1.0,0.8,0.1,0.0,0.4,0.3,2.7,,johnsaj01
469,Julian Phillips,22,2TM,SF,42,2,8.7,1.0,2.3,.429,0.4,1.3,.321,0.6,1.1,.556,.515,0.4,0.4,.882,0.5,0.6,1.1,0.2,0.5,0.2,0.2,0.8,2.8,,phillju01
469,Julian Phillips,22,CHI,SF,35,2,9.5,1.1,2.5,.420,0.5,1.4,.327,0.6,1.1,.538,.511,0.3,0.3,.818,0.6,0.6,1.3,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
469,Julian Phillips,22,MIN,SF,7,0,4.3,0.7,1.4,.500,0.1,0.6,.250,0.6,0.9,.667,.550,0.9,0.9,1.000,0.0,0.3,0.3,0.1,0.6,0.1,0.1,0.1,2.4,,phillju01
470,Patrick Baldwin Jr.,23,3TM,SF,7,0,8.3,0.9,2.3,.375,0.4,1.3,.333,0.4,1.0,.429,.469,0.6,0.9,.667,0.9,1.0,1.9,0.3,0.3,0.4,0.4,1.3,2.7,,baldwpa01
470,Patrick Baldwin Jr.,23,LAC,SF,2,0,6.0,1.5,2.0,.750,1.0,1.5,.667,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,baldwpa01
470,Patrick Baldwin Jr.,23,PHI,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,baldwpa01
470,Patrick Baldwin Jr.,23,SAC,SF,4,0,11.0,0.8,3.0,.250,0.3,1.5,.167,0.5,1.5,.333,.292,0.5,1.0,.500,1.5,1.3,2.8,0.5,0.5,0.8,0.5,1.8,2.3,,baldwpa01
471,Christian Koloko,25,3TM,C,22,4,14.1,1.2,2.8,.426,0.0,0.2,.200,1.1,2.5,.446,.434,0.3,0.5,.700,1.3,2.0,3.2,0.6,0.6,1.0,0.5,1.9,2.7,,kolokch01
471,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
471,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,.400,0.0,0.1,.000,1.3,3.1,.412,.400,0.1,0.4,.250,1.7,2.3,4.0,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
471,Christian Koloko,25,ATL,C,9,2,12.2,1.3,2.9,.462,0.1,0.4,.250,1.2,2.4,.500,.481,0.7,0.7,1.000,1.0,1.9,2.9,0.4,0.3,0.9,0.6,2.3,3.4,,kolokch01
472,Jamal Cain,26,ORL,SF,23,0,6.7,0.8,2.1,.388,0.4,1.0,.391,0.4,1.1,.385,.480,0.7,0.8,.833,0.3,0.4,0.7,0.3,0.2,0.0,0.3,1.0,2.7,,cainja01
473,Chaz Lanier,24,DET,SG,24,0,8.0,0.9,2.7,.338,0.7,2.1,.320,0.3,0.6,.400,.462,0.2,0.2,1.000,0.3,0.5,0.8,0.6,0.2,0.0,0.1,0.5,2.7,,laniech01
474,Norchad Omier,24,LAC,PF,3,0,4.7,1.3,1.7,.800,0.0,0.3,.000,1.3,1.3,1.000,.800,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.0,0.7,2.7,,omierno01
475,Jae'Sean Tate,30,HOU,SF,34,0,8.4,1.2,2.3,.513,0.2,0.7,.333,0.9,1.6,.593,.564,0.1,0.2,.571,0.6,0.7,1.4,0.5,0.3,0.1,0.3,1.1,2.7,,tateja01
